user_id,ab_group,ts,pdate
CmUYg2RRukS6vgAeBCGGAg==,A,2023-05-03 02:01:17.927868,2023-05-03
CmUYg2RRukS6vgAeBCGGAg==,A,2023-05-03 02:01:35.105579,2023-05-03
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03 02:28:40.438846,2023-05-03
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03 02:29:57.684895,2023-05-03
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03 02:43:01.874037,2023-05-03
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03 02:58:02.096734,2023-05-03
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03 02:58:39.512111,2023-05-03
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03 03:01:46.817082,2023-05-03
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03 03:02:14.867314,2023-05-03
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03 03:02:41.267859,2023-05-03
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03 03:03:19.898991,2023-05-03
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03 03:03:42.971890,2023-05-03
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03 03:04:48.737964,2023-05-03
CmUYg2RRxp67NwAgBCexAg==,A,2023-05-03 03:05:21.281172,2023-05-03
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:31:23.549427,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:31:26.183569,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:31:26.771865,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:31:29.228461,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:31:59.239770,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:32:12.796519,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:32:17.227691,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:32:17.624708,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:32:18.815282,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:34:27.442909,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:35:20.617351,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:35:41.405304,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:36:18.863504,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:36:20.015367,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:36:24.625782,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:36:26.761613,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:36:39.504270,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:38:14.056795,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:38:19.891452,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:38:27.397986,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:38:34.550870,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:38:53.306542,2023-05-01
CmUfIWQv9mIVWwAfB4F4Ag==,A,2023-05-01 14:39:04.627170,2023-05-01
CmUu6mPawQg6igAeCnO3Ag==,A,2023-05-03 12:41:46.664266,2023-05-03
CmUu6mPawQg6igAeCnO3Ag==,A,2023-05-03 12:41:55.052680,2023-05-03
CmUu6mPawQg6igAeCnO3Ag==,A,2023-05-03 12:48:32.804408,2023-05-03
CmUu6mPawQg6igAeCnO3Ag==,A,2023-05-03 12:51:41.432088,2023-05-03
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 07:40:38.564023,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 07:40:57.250489,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 07:41:07.405047,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 07:41:52.393015,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 07:42:19.887455,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 07:43:19.198965,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 07:44:38.488568,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 07:45:44.633221,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 07:46:12.218508,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 07:49:37.212839,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 07:50:53.168909,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 12:05:13.185990,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 12:06:51.033068,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 12:12:03.676868,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 12:13:08.439264,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 12:17:12.741132,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 12:18:32.043776,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 12:19:38.477784,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 12:20:31.540592,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 12:21:09.329198,2023-05-01
Cmo/7GRL8d0T+QAhAwnBAg==,A,2023-05-01 12:22:25.572627,2023-05-01
Cmo3C2RPf7ONpQAfAwcaAg==,A,2023-05-01 09:08:36.176222,2023-05-01
Cmo3C2RPf7ONpQAfAwcaAg==,A,2023-05-01 09:17:23.291152,2023-05-01
Cmo4IGRP+TsPogAeBMs4Ag==,A,2023-05-01 17:40:05.865819,2023-05-01
Cmo4IGRP+TsPogAeBMs4Ag==,A,2023-05-01 17:47:15.627636,2023-05-01
Cmo4IGRP0LcO1AAgA80lAg==,A,2023-05-01 14:46:48.408454,2023-05-01
Cmo4IGRP0LcO1AAgA80lAg==,A,2023-05-01 14:47:29.910607,2023-05-01
Cmo4IGRP0LcO1AAgA80lAg==,A,2023-05-01 14:47:36.098846,2023-05-01
Cmo4IGRP0LcO1AAgA80lAg==,A,2023-05-01 14:53:15.315406,2023-05-01
Cmo4IGRP0U8R+gAfA8j6Ag==,A,2023-05-01 14:50:02.894464,2023-05-01
Cmo4IGRP0U8R+gAfA8j6Ag==,A,2023-05-01 14:58:49.617731,2023-05-01
Cmo4IGRP134R+gAfA/JKAg==,A,2023-05-01 15:15:37.960943,2023-05-01
Cmo4IGRP134R+gAfA/JKAg==,A,2023-05-01 15:17:21.118393,2023-05-01
Cmo4IGRP134R+gAfA/JKAg==,A,2023-05-01 15:18:05.604087,2023-05-01
Cmo4IGRP134R+gAfA/JKAg==,A,2023-05-01 15:18:27.956499,2023-05-01
Cmo4IGRP134R+gAfA/JKAg==,A,2023-05-01 15:19:12.829638,2023-05-01
Cmo4IGRP134R+gAfA/JKAg==,A,2023-05-01 15:19:37.028172,2023-05-01
Cmo4IGRP134R+gAfA/JKAg==,A,2023-05-01 15:19:52.637384,2023-05-01
Cmo4IGRP134R+gAfA/JKAg==,A,2023-05-01 15:20:57.934864,2023-05-01
Cmo4IGRP134R+gAfA/JKAg==,A,2023-05-01 15:21:30.741579,2023-05-01
Cmo4IGRP2G0R+gAfA/iLAg==,A,2023-05-01 15:19:57.148332,2023-05-01
Cmo4IGRP2G0R+gAfA/iLAg==,A,2023-05-01 15:40:28.845770,2023-05-01
Cmo4IGRP7m0RpgAhBI9iAg==,A,2023-05-01 16:53:23.670532,2023-05-01
Cmo4IGRP7m0RpgAhBI9iAg==,A,2023-05-01 16:54:25.432595,2023-05-01
Cmo4IGRP7m0RpgAhBI9iAg==,A,2023-05-01 16:54:56.972105,2023-05-01
Cmo4IGRP7m0RpgAhBI9iAg==,A,2023-05-01 16:55:53.782631,2023-05-01
Cmo4IGRP7m0RpgAhBI9iAg==,A,2023-05-01 16:58:17.292343,2023-05-01
Cmo4IGRP7m0RpgAhBI9iAg==,A,2023-05-01 16:59:06.905945,2023-05-01
Cmo4IGRP7m0RpgAhBI9iAg==,A,2023-05-01 16:59:59.992925,2023-05-01
Cmo4IGRP7m0RpgAhBI9iAg==,A,2023-05-01 17:09:16.085746,2023-05-01
Cmo4IGRP7m0RpgAhBI9iAg==,A,2023-05-01 17:09:43.345111,2023-05-01
Cmo4IGRP7m0RpgAhBI9iAg==,A,2023-05-01 17:11:41.158348,2023-05-01
Cmo4IGRP7m0RpgAhBI9iAg==,A,2023-05-01 17:12:02.199104,2023-05-01
Cmo4IGRP8XsRpgAhBKHcAg==,A,2023-05-01 17:06:38.234321,2023-05-01
Cmo4IGRP8XsRpgAhBKHcAg==,A,2023-05-01 17:07:22.711717,2023-05-01
Cmo4IGRP8XsRpgAhBKHcAg==,A,2023-05-01 17:07:37.219260,2023-05-01
Cmo4IGRP8XsRpgAhBKHcAg==,A,2023-05-01 17:08:24.571634,2023-05-01
Cmo4IGRP8XsRpgAhBKHcAg==,A,2023-05-01 17:09:32.576314,2023-05-01
Cmo4IGRP8XsRpgAhBKHcAg==,A,2023-05-01 17:10:20.758683,2023-05-01
Cmo4IGRP8XsRpgAhBKHcAg==,A,2023-05-01 17:12:12.033813,2023-05-01
Cmo4IGRP96gPogAeBL/4Ag==,A,2023-05-01 17:32:52.977921,2023-05-01
Cmo4IGRP96gPogAeBL/4Ag==,A,2023-05-01 17:33:26.650293,2023-05-01
Cmo4IGRP96gPogAeBL/4Ag==,A,2023-05-01 17:35:10.508715,2023-05-01
Cmo4IGRP96gPogAeBL/4Ag==,A,2023-05-01 17:36:22.002768,2023-05-01
Cmo4IGRP96gPogAeBL/4Ag==,A,2023-05-01 17:40:39.550762,2023-05-01
Cmo4IGRP96gPogAeBL/4Ag==,A,2023-05-01 17:43:34.077302,2023-05-01
Cmo4IGRP96gPogAeBL/4Ag==,A,2023-05-01 17:44:11.915876,2023-05-01
Cmo4IGRPtOURpgAhAwuoAg==,A,2023-05-01 12:47:43.004253,2023-05-01
Cmo4IGRPtOURpgAhAwuoAg==,A,2023-05-01 12:52:38.013557,2023-05-01
Cmo4IGRPtOURpgAhAwuoAg==,A,2023-05-01 12:53:55.110731,2023-05-01
Cmo4IGRPtOURpgAhAwuoAg==,A,2023-05-01 12:54:02.844602,2023-05-01
Cmo4IGRPtOURpgAhAwuoAg==,A,2023-05-01 12:54:09.381432,2023-05-01
Cmo4IGRPuX4PogAeAyvxAg==,A,2023-05-01 13:08:17.348730,2023-05-01
Cmo4IGRPuX4PogAeAyvxAg==,A,2023-05-01 13:25:18.749437,2023-05-01
Cmo4IGRPuX4PogAeAyvxAg==,A,2023-05-01 16:34:50.570140,2023-05-01
Cmo4IGRPuX4PogAeAyvxAg==,A,2023-05-01 16:38:34.910538,2023-05-01
Cmo4IGRPuX4PogAeAyvxAg==,A,2023-05-01 16:40:20.808525,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 13:28:37.568931,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 13:29:05.681737,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 13:29:30.967500,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 13:29:53.073871,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 13:30:42.889039,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 13:32:23.423639,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 13:43:12.504586,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 13:59:20.429300,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 13:59:33.328385,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 14:00:10.977687,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 14:31:10.828425,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 14:32:01.203555,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 14:32:45.472657,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 14:33:17.463482,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 14:34:10.851193,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 14:35:03.034957,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 14:35:39.094425,2023-05-01
Cmo4IGRPviAR+gAfA0o4Ag==,A,2023-05-01 14:36:13.083936,2023-05-01
Cmo4IGRPwOQRpgAhA2DDAg==,A,2023-05-01 13:40:22.097873,2023-05-01
Cmo4IGRPwOQRpgAhA2DDAg==,A,2023-05-01 13:50:21.709955,2023-05-01
Cmo4IGRPyzYRpgAhA6W2Ag==,A,2023-05-01 14:23:04.139758,2023-05-01
Cmo4IGRPyzYRpgAhA6W2Ag==,A,2023-05-01 14:30:11.772124,2023-05-01
Cmo4IGRQ+TgR+gAfCb8MAg==,A,2023-05-02 11:53:42.157187,2023-05-02
Cmo4IGRQ+TgR+gAfCb8MAg==,A,2023-05-02 11:59:01.431350,2023-05-02
Cmo4IGRQ+TgR+gAfCb8MAg==,A,2023-05-02 12:00:01.826815,2023-05-02
Cmo4IGRQ+TgR+gAfCb8MAg==,A,2023-05-02 12:01:59.854385,2023-05-02
Cmo4IGRQ/+kRpgAhCfdLAg==,A,2023-05-02 12:20:57.981531,2023-05-02
Cmo4IGRQ/+kRpgAhCfdLAg==,A,2023-05-02 12:33:44.260078,2023-05-02
Cmo4IGRQ/+kRpgAhCfdLAg==,A,2023-05-02 12:35:33.150434,2023-05-02
Cmo4IGRQ/+kRpgAhCfdLAg==,A,2023-05-02 12:38:44.293807,2023-05-02
Cmo4IGRQ/+kRpgAhCfdLAg==,A,2023-05-02 12:39:57.004390,2023-05-02
Cmo4IGRQ/+kRpgAhCfdLAg==,A,2023-05-02 12:43:57.098445,2023-05-02
Cmo4IGRQ/+kRpgAhCfdLAg==,A,2023-05-02 12:49:26.863164,2023-05-02
Cmo4IGRQ/44RpgAhCfUcAg==,A,2023-05-02 12:18:54.759487,2023-05-02
Cmo4IGRQ/44RpgAhCfUcAg==,A,2023-05-02 12:19:59.217841,2023-05-02
Cmo4IGRQ/44RpgAhCfUcAg==,A,2023-05-02 12:20:25.152801,2023-05-02
Cmo4IGRQ/44RpgAhCfUcAg==,A,2023-05-02 12:20:52.005998,2023-05-02
Cmo4IGRQ/44RpgAhCfUcAg==,A,2023-05-02 12:21:59.818941,2023-05-02
Cmo4IGRQ/44RpgAhCfUcAg==,A,2023-05-02 12:23:04.682210,2023-05-02
Cmo4IGRQ/44RpgAhCfUcAg==,A,2023-05-02 12:23:54.263157,2023-05-02
Cmo4IGRQ/44RpgAhCfUcAg==,A,2023-05-02 12:24:07.442102,2023-05-02
Cmo4IGRQ0QIPogAeCI9XAg==,A,2023-05-02 09:00:19.720601,2023-05-02
Cmo4IGRQ0QIPogAeCI9XAg==,A,2023-05-02 09:08:08.932632,2023-05-02
Cmo4IGRQ0QIPogAeCI9XAg==,A,2023-05-05 14:57:20.396132,2023-05-05
Cmo4IGRQ0QIPogAeCI9XAg==,A,2023-05-05 14:58:11.865844,2023-05-05
Cmo4IGRQ0QIPogAeCI9XAg==,A,2023-05-05 15:02:16.870325,2023-05-05
Cmo4IGRQ0QIPogAeCI9XAg==,A,2023-05-05 15:11:05.225816,2023-05-05
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-02 09:23:55.743132,2023-05-02
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-02 09:24:23.994360,2023-05-02
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-02 09:33:49.982091,2023-05-02
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:35:16.455993,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:36:26.138973,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:37:05.533853,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:37:58.681408,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:41:58.171026,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:42:32.580626,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:43:59.392243,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:44:13.815772,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:44:34.653094,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:45:04.611468,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:45:13.494743,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:45:27.499786,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:46:05.967084,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:47:01.443042,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:47:10.534570,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:47:22.956540,2023-05-03
Cmo4IGRQ1nUPogAeCLD/Ag==,A,2023-05-03 05:47:24.761826,2023-05-03
Cmo4IGRQ3VwO1AAgCOGHAg==,A,2023-05-02 09:53:46.338672,2023-05-02
Cmo4IGRQ3VwO1AAgCOGHAg==,A,2023-05-02 10:08:00.384609,2023-05-02
Cmo4IGRQ3VwO1AAgCOGHAg==,A,2023-05-02 10:09:00.650892,2023-05-02
Cmo4IGRQ3VwO1AAgCOGHAg==,A,2023-05-02 10:09:36.450562,2023-05-02
Cmo4IGRQ3VwO1AAgCOGHAg==,A,2023-05-02 10:11:13.513774,2023-05-02
Cmo4IGRQ3VwO1AAgCOGHAg==,A,2023-05-02 10:12:38.968049,2023-05-02
Cmo4IGRQ3VwO1AAgCOGHAg==,A,2023-05-02 10:13:26.672678,2023-05-02
Cmo4IGRQ3VwO1AAgCOGHAg==,A,2023-05-02 10:22:34.475908,2023-05-02
Cmo4IGRQ3VwO1AAgCOGHAg==,A,2023-05-02 10:38:51.867263,2023-05-02
Cmo4IGRQ3VwO1AAgCOGHAg==,A,2023-05-02 10:40:09.379504,2023-05-02
