user_id,transactionId,created
10617,280541,2016-10-28 09:42:26
34432,277944,2016-10-07 15:34:49
89082,278056,2016-10-08 23:47:28
3214,278428,2016-10-12 08:55:19
14967,279408,2016-10-19 22:00:51
21202,279956,2016-10-24 15:06:25
35603,277476,2016-10-04 14:22:30
2056,278426,2016-10-12 08:30:54
18275,279866,2016-10-23 17:29:04
35603,278563,2016-10-13 09:09:39
34523,277414,2016-10-04 06:42:12
2056,277548,2016-10-04 21:56:07
27621,278318,2016-10-11 11:06:22
35603,280578,2016-10-28 12:58:18
17988,277478,2016-10-04 14:38:28
38542,278067,2016-10-09 09:57:35
19180,280239,2016-10-26 03:25:23
10759,279639,2016-10-21 13:36:44
36068,278897,2016-10-15 17:31:41
13940,279141,2016-10-18 00:44:18
86725,279761,2016-10-22 11:45:39
20908,278845,2016-10-15 00:45:06
75434,277210,2016-10-02 13:48:01
86134,278547,2016-10-12 23:47:22
8451,279729,2016-10-21 23:12:34
88283,277397,2016-10-03 23:12:15
20435,279731,2016-10-21 23:53:44
8566,280369,2016-10-27 00:58:06
40959,277247,2016-10-02 22:17:14
10014,280170,2016-10-25 17:30:52
21423,278998,2016-10-16 21:34:54
35404,277983,2016-10-07 20:59:21
89304,278360,2016-10-11 15:41:21
90066,279230,2016-10-18 15:46:14
90111,279289,2016-10-19 00:20:53
1423,280212,2016-10-25 22:34:16
74038,280379,2016-10-27 08:35:18
43317,277656,2016-10-05 14:33:13
6666,278528,2016-10-12 21:55:34
27621,280173,2016-10-25 17:37:17
83489,277884,2016-10-07 01:46:51
89963,279076,2016-10-17 14:49:59
20170,280562,2016-10-28 11:46:17
9222,277542,2016-10-04 21:33:20
89333,278394,2016-10-11 20:00:01
12704,278864,2016-10-15 09:37:24
90291,279548,2016-10-20 22:02:21
89426,278507,2016-10-12 18:17:26
20530,280435,2016-10-27 14:56:42
88259,277346,2016-10-03 17:27:48
89883,278972,2016-10-16 16:56:28
83575,278516,2016-10-12 19:07:36
89046,279177,2016-10-18 11:43:24
88083,277159,2016-10-01 19:28:22
8252,277236,2016-10-02 19:42:14
88620,277540,2016-10-04 21:18:45
34864,277560,2016-10-04 23:38:39
74765,277725,2016-10-05 20:37:10
8001,277810,2016-10-06 14:39:30
15377,278122,2016-10-09 23:01:54
89195,278273,2016-10-10 22:50:37
44802,278290,2016-10-11 07:25:14
89374,278425,2016-10-12 08:30:21
39964,278526,2016-10-12 21:30:24
89452,278529,2016-10-12 21:57:52
16719,278610,2016-10-13 13:05:06
89584,278667,2016-10-13 20:01:40
17560,278690,2016-10-13 23:26:38
29044,278863,2016-10-15 09:35:48
8247,278934,2016-10-16 02:35:51
1620,279120,2016-10-17 21:34:47
16933,279123,2016-10-17 21:45:40
90030,279150,2016-10-18 09:11:01
67891,279422,2016-10-20 00:17:50
85729,279528,2016-10-20 19:32:50
90301,279554,2016-10-21 00:16:26
90572,279911,2016-10-24 10:03:21
68500,280041,2016-10-24 22:53:48
90789,280227,2016-10-26 00:06:23
10055,280835,2016-10-30 12:47:21
91319,280968,2016-10-31 18:19:37
10542,277217,2016-10-02 15:35:04
85398,277967,2016-10-07 19:07:17
83489,278549,2016-10-13 00:10:45
90136,279330,2016-10-19 11:16:11
34432,280453,2016-10-27 16:12:37
20530,277749,2016-10-06 08:25:58
6373,279568,2016-10-21 08:27:53
90407,279727,2016-10-21 23:05:24
13854,277335,2016-10-03 16:34:36
1866,279857,2016-10-23 16:10:19
17260,280704,2016-10-29 02:19:24
90240,279468,2016-10-20 11:32:43
7894,277146,2016-10-01 17:02:35
89762,278865,2016-10-15 09:46:42
70659,279296,2016-10-19 02:37:18
4781,278441,2016-10-12 11:22:13
15688,279295,2016-10-19 01:55:42
89506,279748,2016-10-22 10:19:33
74863,277409,2016-10-04 00:53:09
88630,277555,2016-10-04 22:38:05
43666,277582,2016-10-05 06:50:49
88667,277586,2016-10-05 08:37:40
4164,278057,2016-10-09 00:02:11
83650,278371,2016-10-11 16:27:34
46112,278451,2016-10-12 12:49:16
4435,278555,2016-10-13 00:54:11
87206,278680,2016-10-13 22:18:30
89819,278918,2016-10-15 23:31:21
6201,278921,2016-10-16 00:32:09
21200,279143,2016-10-18 01:14:16
90200,279409,2016-10-19 22:05:06
6161,279940,2016-10-24 13:24:31
90636,280006,2016-10-24 18:26:01
10163,280144,2016-10-25 16:32:57
90821,280252,2016-10-26 10:23:35
88592,280525,2016-10-28 02:39:27
18164,280531,2016-10-28 08:21:58
91343,281013,2016-10-31 23:01:29
89724,278822,2016-10-14 21:11:06
13854,279487,2016-10-20 14:27:15
89963,280200,2016-10-25 21:03:09
90544,279898,2016-10-23 23:34:08
75324,278120,2016-10-09 22:43:27
89282,280381,2016-10-27 09:28:09
82751,277549,2016-10-04 21:59:37
27754,277558,2016-10-04 23:33:23
67422,277985,2016-10-07 21:30:21
36138,278065,2016-10-09 08:42:05
89734,278836,2016-10-14 23:01:54
89736,278841,2016-10-14 23:33:42
9281,279861,2016-10-23 16:53:50
6671,280687,2016-10-28 22:58:32
91118,280703,2016-10-29 01:30:30
8451,277965,2016-10-07 18:44:55
85959,279366,2016-10-19 15:39:59
45033,278957,2016-10-16 13:29:50
26765,277626,2016-10-05 11:55:28
89231,278258,2016-10-10 20:50:29
20329,279025,2016-10-17 08:47:54
40986,280046,2016-10-24 23:55:08
89738,278842,2016-10-14 23:40:01
89282,279065,2016-10-17 13:37:19
73868,279191,2016-10-18 12:33:12
27621,277585,2016-10-05 07:51:48
84161,279755,2016-10-22 11:23:33
72963,279784,2016-10-22 16:57:35
83450,279005,2016-10-16 23:08:29
17938,277170,2016-10-01 22:00:38
16793,277846,2016-10-06 18:47:33
4126,277567,2016-10-05 00:27:37
88871,277824,2016-10-06 16:15:00
10095,277850,2016-10-06 19:21:26
1866,278119,2016-10-09 22:32:20
12013,278846,2016-10-15 00:50:37
85095,279043,2016-10-17 11:00:42
90102,279279,2016-10-18 22:58:39
1303,279394,2016-10-19 19:58:13
90206,279420,2016-10-19 23:35:10
67422,279444,2016-10-20 09:34:26
90277,279530,2016-10-20 19:51:39
12907,279564,2016-10-21 07:37:00
83188,279695,2016-10-21 18:36:37
90451,279768,2016-10-22 14:24:57
2151,280205,2016-10-25 21:41:48
70659,280238,2016-10-26 02:59:27
90985,280539,2016-10-28 09:32:58
15319,280632,2016-10-28 16:47:38
84355,280667,2016-10-28 19:28:27
1356,280795,2016-10-29 21:07:33
91272,280900,2016-10-31 09:43:17
25181,277463,2016-10-04 13:06:38
72187,280771,2016-10-29 18:04:22
1192,280946,2016-10-31 15:42:13
42260,279726,2016-10-21 22:54:58
35603,279148,2016-10-18 07:57:33
30259,277644,2016-10-05 13:21:27
13252,278316,2016-10-11 10:52:13
90352,279645,2016-10-21 13:52:39
8451,280549,2016-10-28 10:34:14
16793,277877,2016-10-07 00:30:05
34903,278954,2016-10-16 13:05:20
82787,278117,2016-10-09 21:26:47
14761,278413,2016-10-11 23:43:07
66710,279542,2016-10-20 21:16:41
30718,280142,2016-10-25 16:15:19
82806,279759,2016-10-22 11:34:10
2725,277266,2016-10-03 04:07:45
70667,280879,2016-10-30 23:33:57
69445,277735,2016-10-05 22:48:01
89735,278837,2016-10-14 23:14:49
90310,280634,2016-10-28 16:53:24
88034,277115,2016-10-01 03:04:03
20098,279110,2016-10-17 20:56:43
73602,278695,2016-10-14 00:27:07
34031,279437,2016-10-20 07:25:45
43025,277562,2016-10-04 23:59:41
90541,279889,2016-10-23 21:41:26
13457,280350,2016-10-26 19:47:16
41595,278706,2016-10-14 09:13:28
42368,280962,2016-10-31 17:48:10
13354,277508,2016-10-04 17:14:11
17284,277768,2016-10-06 10:11:46
19939,278187,2016-10-10 12:58:49
67419,278620,2016-10-13 13:59:46
89528,278629,2016-10-13 15:16:43
27621,278962,2016-10-16 14:09:31
89947,279048,2016-10-17 11:22:23
89974,279086,2016-10-17 16:32:07
35389,279308,2016-10-19 10:00:26
34776,279832,2016-10-23 03:15:00
18116,280294,2016-10-26 14:16:13
90888,280547,2016-10-28 10:24:11
91132,280720,2016-10-29 11:42:21
90269,281010,2016-10-31 22:38:31
84758,280521,2016-10-28 00:34:21
84434,280730,2016-10-29 13:34:17
43771,277181,2016-10-02 00:41:04
89768,278868,2016-10-15 11:04:47
17792,278922,2016-10-16 00:39:50
17792,279258,2016-10-18 19:08:32
91098,280689,2016-10-28 23:08:01
35389,279307,2016-10-19 09:47:08
44165,277341,2016-10-03 17:06:42
11257,278792,2016-10-14 16:49:23
90154,279358,2016-10-19 14:33:52
91153,280762,2016-10-29 16:45:41
35389,278146,2016-10-10 08:39:31
42368,279186,2016-10-18 12:18:51
14273,277594,2016-10-05 10:10:53
89248,278279,2016-10-10 23:26:11
89329,279011,2016-10-17 00:41:02
89528,279569,2016-10-21 08:39:01
83389,279276,2016-10-18 22:27:07
15205,277748,2016-10-06 07:51:36
15070,278271,2016-10-10 22:30:31
17846,278818,2016-10-14 20:40:57
84039,279261,2016-10-18 19:16:39
90455,279778,2016-10-22 15:59:27
89238,278267,2016-10-10 21:52:10
91063,280630,2016-10-28 16:32:35
83389,278993,2016-10-16 21:01:16
19484,278928,2016-10-16 01:24:27
86725,279746,2016-10-22 09:29:23
12064,277320,2016-10-03 15:29:22
20098,279644,2016-10-21 13:52:35
41377,278353,2016-10-11 15:03:08
18023,280425,2016-10-27 14:00:36
88200,277264,2016-10-03 03:29:03
6780,277226,2016-10-02 18:04:16
45781,277140,2016-10-01 14:35:41
41377,277180,2016-10-02 00:36:13
89643,278744,2016-10-14 11:48:31
13128,279819,2016-10-22 22:53:31
20137,279868,2016-10-23 17:54:45
3986,279417,2016-10-19 23:19:45
27621,278456,2016-10-12 13:18:28
35389,278107,2016-10-09 20:27:09
88178,277243,2016-10-02 22:03:13
90425,279767,2016-10-22 14:22:29
29984,278538,2016-10-12 22:48:12
1303,278049,2016-10-08 21:24:25
23878,277527,2016-10-04 19:51:38
2579,278913,2016-10-15 22:40:32
21358,277994,2016-10-07 23:31:36
39088,279622,2016-10-21 12:09:07
8748,280039,2016-10-24 22:13:48
20582,279331,2016-10-19 11:18:38
6604,281006,2016-10-31 22:27:42
2569,277123,2016-10-01 12:04:24
88075,277148,2016-10-01 17:22:58
88099,277178,2016-10-01 23:36:25
36133,277240,2016-10-02 21:00:17
10875,277270,2016-10-03 09:06:41
88229,277307,2016-10-03 13:31:51
1213,277343,2016-10-03 17:09:05
7611,277398,2016-10-03 23:32:52
13446,277457,2016-10-04 12:41:42
88512,277465,2016-10-04 13:12:45
38241,277475,2016-10-04 14:07:59
1994,277487,2016-10-04 15:25:51
75434,277490,2016-10-04 15:35:13
7973,277564,2016-10-05 00:14:32
83273,277664,2016-10-05 14:49:46
88808,277739,2016-10-05 23:36:08
88814,277745,2016-10-06 02:23:25
88854,277797,2016-10-06 13:51:18
88864,277812,2016-10-06 15:12:29
68910,277815,2016-10-06 15:35:42
88876,277831,2016-10-06 16:48:06
13268,277832,2016-10-06 16:52:01
88908,277866,2016-10-06 21:18:56
13455,277871,2016-10-06 22:25:33
88931,277890,2016-10-07 08:25:41
89000,277969,2016-10-07 19:15:56
89098,278074,2016-10-09 11:25:12
89177,278176,2016-10-10 11:48:33
1817,278182,2016-10-10 12:17:14
81262,278197,2016-10-10 13:39:10
12236,278212,2016-10-10 14:45:20
11743,278222,2016-10-10 16:00:34
11795,278250,2016-10-10 19:43:27
20481,278252,2016-10-10 19:47:25
89274,278294,2016-10-11 09:20:16
13062,278296,2016-10-11 09:57:57
13268,278317,2016-10-11 10:57:28
41488,278319,2016-10-11 11:09:22
89285,278329,2016-10-11 12:04:37
72532,278355,2016-10-11 15:05:49
89321,278375,2016-10-11 16:47:42
89338,278398,2016-10-11 20:26:00
15144,278422,2016-10-12 04:54:50
89371,278424,2016-10-12 07:45:46
89375,278429,2016-10-12 08:57:40
30,278443,2016-10-12 11:35:47
12236,278492,2016-10-12 16:33:23
89453,278532,2016-10-12 22:07:38
43989,278638,2016-10-13 16:40:55
